,text
9821,great movi combin good purchas experi equal good time . would remiss n't pass along .
9822,pretti basic clich would like see charact develop . terribl watch . probabl best 9-13 year old girl . sexual innuendo .
9823,"good movi , , involv children . watch decid give gift friend 's children ."
9824,rememb watch movi back high school scare live daylight . plan see movi . peter smith
9825,"american gigolo - okay , one gere 's best perform . got cumbersom end movi ."
9826,"egad ! think cher super 'movi star ' mode . plot lame , act predict clich & eacut ; d. cher wayyyi better ."
9827,"great stori . never happen real life though . great imag , everyth pretti . 's one stori rememb childhood . 's great watch ."
9828,"strangest movi 've seen . could give zero star , would . laps weird sci-fi thing half way . plot ridicul confus . worth wast minut ."
9829,movi hyster .... guy great job . take real actor take challeng like ... great job know everyon would enjoy humor movi
9830,like stori plot . younger alway want copi . great childhood stori anim
9831,"got movi daughter sinc start get princess enjoy watch . make feel like littl gir , : - )"
9832,"keeper traken simplist stori , set thing return master conflict ensu doctor ."
9833,ca n't rate movi one dvd movi side rather individu dvd rattl player n't go take chanc ruin equip .
9834,"disappoint movi , seem like music mediev movi . wish would known order"
9835,"saw movi year ago . like , still . howev , would never pass muster scientif technic point view ."
9836,first stori . may bit scari littl one . could made stone oracl without gigant ( nude ) breast . noth oracl kid ' movi .
9837,worst movi ever ! omg . thought would great fun . bad !
9838,digit copi . movi purchas digit copi attach .
9839,watch famili . year old daughter love . howev sever nake breast shot movi . forgot mani . may suitabl children .
9840,might good absolut noth els like watch paint dri grass grow .
9841,"unlik first `` sieg '' , one definit seagal fan . take whole trainload bad guy without break sweat . fan 's 'm watch ."
9842,thought cute movi . stori invent dick van dyke great ! granddaught entertain other older select .
9843,"never fan quentin tarrantino 's work , saw produc , doubt . lost interest minut ."
9844,fun movi . great friday night 're beat . 's style hyster . realli look like thought look good !
9845,keep watch one . n't know mani time 've watch .
9846,"watch pilot past weekend , `` sunday matine '' fun ! great pilot , bad either"
9847,"russian subtitl . interest storylin hardship war earli twentieth centuri , primit product today 's standard ."
9848,"anoth favorit mine 'm countri music fan , patsi kline great voic music timeless ."
9849,reliv wonder classic past . spring fever ? play ! sceneri act superb henri fonda wonder wise crack joke . enjoy !
9850,expect . partial enjoy coupl section film .
9851,"`` special edit '' version ad stupid creatur greedo shoot first . true enthisiast , hate version ."
9852,see end come .... kept interest hear peter coyot tell tale .
9853,"vera-ellen good dancer , film realli show great talent shame n't danc cesar romero also great dancer rare danc film fine dancer"
9854,"anoth attempt rekindl casablanca . unforun sirocco dull movi . terribl , dull tediou ."
9855,"kind stupid . made 's . remak would much better , graphic would better . could even use mani actor . 's excel plot ."
9856,film forgot see . pretti good film especi dig film .
9857,"enjoy monster action , comedi element felt littl place . mark hamil guyver ! ! ! ! !"
9858,interest storylin . found less interest .
9859,scale one thru five .. rate video one-veri poor .. sound ok
9860,"best qualiti dvd , 's great stori . recommend ."
9861,like sexual ...... surpris see daniel day lewi play sexual scene handsom could .
9862,"fun plot classic post apocalipt stori . came promptli play fine . sound track good expect read , bad either ."
9863,great dark movi . like psycholog crime movi n't get much better . excel film great price .
9864,"littl gloomi , like anyway . richard gere one favorit ."
9865,good script - four stori one movi - lot good actor - one john wayn 's better non-western movi - patricia neal depict great militari nurs .
9866,alway enjoy elvi 's movi . part kind corni fun watch .
9867,watch film fo ra class . 's bad . definit favorit .
9868,disappoint . cover disc look like someon ( affili disney ) made . disc also play .
9869,ye 80 hair cloth amus song danc get littl one smile . sing along
9870,arriv great condit anoth favorit star john wayn . realli like music accompani movi .
9871,love seri movi think plot one fabul mila great job .
9872,"n't watch movi , 've live rock life . british comedi 's best . famili favorit ."
9873,cute cute cute ! littl girl chipmunk ador . lot music action . grandson love think
9874,wast good ski footag . n't qualifi remot good sophomor movi . movi manag amazon prime pleas review select criteria use film exampl choos .
9875,"disc region , say ad . compani would pay return postag ."
9876,"n't fright watch teen ( duh ) , well , let 's say decad ago . bought 13-yr old son want watch . n't impress . : )"
9877,film hold attent . bog lose interest fast -- bore weird .
9878,"date . interest accord histori , much hollywood much true ."
9879,love cari grant movi . although act great movi ... subject matter found rather stupid .. lack better descript . glad probabl never watch .
9880,remak better nuditi tast pun intend care evalu conclud could somewhat distast movi
9881,bought movi year old daughter absolut love sing anim . would definit recommend famili entertain .
9882,rememb watch back high school . scare live daylight . plan see movi . peter smith
9883,bought movi play . go send bk . tri differ dvd player comput . also scratch .
9884,good old fashion good guy bad guy movi . foul languag sex . good old day .
9885,"'s bit weird , creepi scari first especi kid . big deal . hindsight goofi movi typic 's time rage around occult . although ernest borgnin great ."
9886,"saw 70 , 's rivet tens rememb .. despit modern intern law enforc capabl global commun comput technolog , enjoy histor polit storytel . highli recommend .."
9887,old fashion plot bad actor ..... wow . watch get sleep ca n't make directly.nonononononononononononononono
9888,great movi watch video tv watch anytim boyfriend . watch tablet also
9889,"alway enjoy movi , vh , dvd blu-ray edit . never watch movi , realli"
9890,"third implement great classic moment overal , match 70 classic donald sutherland . perhap worth view purchas ."
9891,"surprisingli good movi . sweet , good messag see wesley snipe , patrick swayz & john leguizamo drag ."
9892,big kevin costner fan good stori humor romanc . kevin fill laid back charact well .
9893,'s rambo . grew 80 thought cool . play year old daughter - interest `` mum '' use watch back day ! haha !
9894,"one better sequel seri , mtv nightmar , ca n't go wrong one fan nightmar seri"
9895,n't see movi . one worst horror movi ever made planet .
9896,"okay . jimmi good , selma diamond . grace kelli realli could n't act . oh well ."
9897,"movi great movi see watch give view bibl well mani movi , movi must buy ."
9898,"firstli , desert island film . emmanuel actress popularli known grant . stori start death . love detect stori put togeth . , n't find erot topic impli ."
9899,found littl outdat still worth view . kid age - enjoy song other .
9900,seen movi kid enjoy came dvd bought .
9901,first class thriller . great scene pari 60 . well written stori . keep edg seat end .
9902,think fell love song movi cours movi wonder ... continu watch mani time .
9903,n't good rememb still good entertain popcorn movi
9904,"bought brother : troy donahu fan . movi ok , silli plot old fashion act . ? prefer thriller n't find troy : - )"
9905,disregard life soulless men remind present day terrorist mankind .
9906,"rememb film year ago , rememb . somehow garbag put , highli rate film enjoy ."
9907,bad movi consid older one . tell old effect
9908,"heard read refer movi year . kind ' disappoint . n't much stori line n't think act great . , 's ."
9909,"perfect gift famili member alway love movi begin . good price , good qualiti made someon happi ! !"
9910,mcspiritu . poorli thought-out shallow mishmash `` perenni philosophi '' modern scienc . 's substitut read real scriptur mani wisdom tradit real scienc write respons author .
9911,love group actor . movi good plan buy entir seri movi .
9912,"movi came recommend , realli style movi . wall ."
9913,"video histor ! thought knew lot life jesu , video brought histor fact awar ! 'm glad bought video !"
9914,total awesom . alvin chipmunk delight fun watch . cute good song . wonder whole famili . watch time . one favorit movi .
9915,"midnit movi , okay . super , expect super . best two opinion . okay - glitch disc , import . ceci ivi"
9916,"ugh film bad , stori line weak predict cheesi , n't scari . wouldnt recommend film ."
9917,enough said star review ... expect left hand noth . could n't even finish .
9918,realli good condit . thing would say littl worn side . good condit .
9919,great movi . seen movi well worth watch good action type movi
9920,bore slow . want love could n't even watch .
9921,"seen alway good watch quiet , lazi afternoon ."
9922,good movi like action play cat mous game . mitchem jergen good actor come movi .
9923,"entertain twist end bit muddl . good idea , though watchabl ."
9924,great stori woven fate titan . movi great cinephotographt special effect costum .
9925,one favorit biblic stori ever . love movi . qualiti packag beyond safe arriv right time
9926,"disappoint , say least .. actual heard , hope , joke , rumor , mistak , falsiti ! !"
9927,"alway like origin version movi , bit campi place quit enjoy . chri sarandon great vampir ."
9928,unawar wrong region bout movi . wish paid attent order form
9929,ha ! forgot through-song `` n't '' ! laugh way dazzl trio much two decad ago ! fabul !
9930,"classic movi , untim departur robin william must watch kid adult !"
9931,movi featur charl bronson one best perform . also wonder support jame coburn strother martin . must fan action film
9932,alway big fan chri walken . reason sat thru .
9933,ok 's best movi ever made lol . nicola cage . period . need say ?
9934,ok protrayl nutcak balay tell stori use variou move show differ charter plot .
9935,famili look christma movi stumbl upon one . pleasantli surpris found better movi genr christma vscation .
9936,realli make updat version movi . origin fantast would cool see brought back new light .
9937,"typic bad-guys-with-heart-of-gold movi , odd end . stori odd , enjoy watch . would watch . would love see live stage ."
9938,mean bad bad good bad ! wast time sandra bullock 'd rate zero star could .
9939,excel movi time . still worth watch mood right action good fight scene .
9940,marti think ? one watch pictur forev feel real tarnish `` hustler '' ..... tom cruis ... wha ?
9941,sound low could n't hear -- even headphon . 'll probabl end give friend except hear .
9942,"funni , entertain sweet moment . three good comic actress , especi goldi hawn . light heart tongue-in-cheek romp ."
9943,one origin scari movi . love christoph reev . believ end keep edg seat sure !
9944,"expect movi side split funni , n't live hype ."
9945,"origin short stori better stori , unabash fan watch fli fish see beauti mountain sceneri visual gorgeou film . brad pitt show real act geniu one , ."
9946,"date cinematographi , wonder perform catch word . much dialog , mani zoom shot histor perspect . real action . overal disappoint ."
9947,"five star movi , minu star color . oh yick . perfect ."
9948,much disco movi ; soundtrack kind hard take . slow interest love stori .
9949,fun though time caricatur japanes peter lorr bit pain . good stori . suspens .
9950,great `` feel good '' video . came quickli . thank servic . good watch whole famili .
9951,classic everi sinc word . movi it'self great introduc film niec nephew love . 's timless good film .
9952,n't bother watch horribl movi . plot ( could call ) realli bad . movi stink .
9953,"classic , bought friend love elivi ! truli enjoy dvd . thank much provid qualiti beauti ."
9954,much good say struggl case got better . n't .
9955,dumb movi . sometim hit gold old movi ... one .
9956,"movi great condit , ship fast . would definit work seller . highli recommend ."
9957,over excel two ballet 's star . prokiev 's music may difficult enjoy compar tchaikovski . choreographi .
9958,realli like . power booth nolt great side line bad either .
9959,love show season extra one set fantast .
9960,"stallon , crenna , dennehi , caruso - best action film ever . run , n't walk amazon ."
9961,whatev merit pictur ( one presenc lee marvin ) destroy norris'usu lack act ...
9962,move slow true western movi . would recommend anyon watch .
9963,good movi . first `` live action '' dragon lood real . still stack today special effect .
9964,order famili . good good first two .
9965,rate star day n't watch yet . mainli want add collect .
9966,"bottom line : leaden slow war pictur 's date feel like last forev , sand iwo jima manag nice incorpor actual combat footag littl els valu mind-numb hour ."
9967,christain bale give outstand perform lead thaut pscholog thriller . without give away stori line anymor titl movi realli get mind psychopath .
9968,"fun old movi -not much stori line , buck blu ray - bad deal !"
9969,"favorit film ... love lot film ! `` must see '' film fan , age !"
9970,'m hard time get point realli watch . 's alien see sean conneri dress way .
9971,"seen movi mani mani time , alway enjoy scene pearl harbor ."
9972,date humor border bathroom joke script half bake . 's time killer .
9973,"one funni interpret classic . lesli nielson best . cours , mel brook ."
9974,"best , 'm fan phantasm . first movi better . think could better ."
9975,"nice contrast david suchet 's version stori . enjoy see cast well known actor , prefer suchet 's act ."
9976,"sluggish . like lee van cleef , best work opinion ."
9977,favorit film 's sci fi genr . store bought ant poison ai n't go keep critter .
9978,great movi . make wonder great seri ever came . bore .
9979,nice classic halloween particularli terrifi . day director n't reli gore scare . lol
9980,thought would 1/2 star movi 's star movi . love happen !
9981,( horribl ) qualiti attempt record vh . absolut great flick like never hear word `` remast '' .
9982,"penn'orth see comment georg schaefer 's * review . find access review maxwel parrish eileen myle . 2nd thought , n't bother . 's probabl dead 'll next ."
9983,"kid ? exactli base fact , event fail happen decad ago ."
9984,", opinion better two version jackal . bruce willi great actor , remak lack , opinion . certainli better two"
9985,"movi absolut poor tri ! extremli weak special effect late 80 , bad senseless act , weak scene design rather weak scenario ! trust , n't buy even n't rent !"
9986,would great stream n't get interrupt time .
9987,unfortun lost tast old british humor n't appeal earli 1970
9988,n't finish due age comput movi show well black white . 'll watch anoth time .
9989,"like dick van dyke , realli stupid movi . n't find funni . actual depress . wonder 've never heard movi ."
9990,probabl all-tim classic christma stori . character absolut timeless ! jimmi stewart & donna reed work well togeth . support cast member complement well .
9991,"realli poorli written , poorli act . trite . minut done . get `` broken arrow . '' better stori , good script , great actor ."
9992,"understand dvd day lack subtitl . hard hear . subtitl would buy , !"
9993,ok war film fill collect better averag plot
9994,"could make sens , senseless kill , violenc lack self-ironi . got bore stop watch minut ."
9995,stop watch deal imaginari realiti realli offens . person live breath would n't care hear .
9996,great famili movi . 's like real life . thank realiti check .
9997,dvd scratch caus skip play . purchas anoth copi retail store .
9998,stori happen desert . make one think take short cut . one trust anyon .
9999,film opinion best origin cast . cast cours great plu stori line good .
10000,"great comedi . 's say . great comedi . see , 's great ."
10001,classic one liner peopl use today put movi map .
10002,"darl , wonder , disney best . music charact would expect disney classic ."
10003,fantasi movi what ladyhawk see peopl hawk dvd case ? let fantasi love take ehr stori enjoy
10004,titl origin theatric releas wild side . origin releas minut runtim dvd slightli minut . transfer accept - howev chapter poorli done .
10005,"featur list wrong . subtitl . content good , mom love show like , need subtitl . subtitl , star ..."
10006,"critic n't think much movi , realli enjoy . lot action , clint eastwood still look great ."
10007,great movi . everi actor awesom . disappoint end .
10008,"sound pictur thing lightyear ahead dvd , well made blu-ray"
10009,"alway fan fay d. uhh , ... whatshernam pretti hot . easi see n't hit . may like anyway ."
10010,"premis , act , extraordinari charact new york citi , keep viewer fascin"
10011,saw movi teenag add collect .
10012,movi wonder . kid truli enjoy . glad ad movi night collect .
10013,like along time ago ok movi . one exe favorit movi gave broke
10014,funni flick . johnni depp usual outstand charact benicio del toro rock ! attorney advis watch movi .
10015,"everyon know stori . like happi end movi . favorit part jame stewart sing moon . great movi entir famili . love , love , love movi ! ! ! ! ! !"
10016,nativ stuff ! scari time . kid see ( blood gut ) !
10017,epic chees ... bad movi far action concern act almost bad suburbia ... ever saw movi . 'll leav .
10018,watch still one best movi ever .
10019,price option flic . search cheaper price amazon looe . amaxon good overal movi price way high . look
10020,exquisit beauti . incred scene pragu spring main charact insert . three lead charact extraordinari . like better second time .
10021,bother lot see kind fuzzi new-ag stuff present kind scienc .
10022,"like movi , howev , take certain kind sens humor appreci . think peopl would care ."
10023,ador colin firth . respect british humor accept 's beyond . like film . buy film ; watch priim .
10024,"differ actor & interpret sherlock & doc watson . best 've seen , ok ."
10025,"thoroughli enjoy . triumph style substanc . deliber campi melodramat . beauti design set , beauti film beauti actor overact breathless dialog ."
10026,big name + poor histori + cartoon charact + pathet dialogu = world war garbag time . avoid .
10027,"< data-hook= '' product-link-link '' class= '' a-link-norm '' href= '' /indiana-jones-and-the-temple-of-doom-special-edition/dp/b0014z4on4/ref=cm_cr_arp_d_rvw_txt ? ie=utf8 '' > indiana jone templ doom ( special edit ) < /a > love first , third fourth movi , second ( templ doom ) much doom much underground ."
10028,"even mani year past sinc movi came still amaz movi make laugh , cri appreci life ."
10029,"rememb watch mani year ago recent watch knowledg physic work n't believ kid . interest concept , date ."
10030,grip tale doubl cross espionag cold war berlin film place . great suspens .
10031,movi monument wast talent . worst gari cooper movi ever made . god aw .
10032,"would good origin movi n't edit . still , 's worth look see l & h color ."
10033,disappoint n't voice-ov ford thought would sinc n't director 's cut ...
10034,bronco billi bland corni . funni . laugh . bore . believ . similar bad situat comedi .
10035,"love movi , make want kid , watch kid ."
10036,"low budget , bad act , bad direct far childish stori . stori written iq year old . anoth gem amazon prime movi ."
10037,"first time saw movi , enjoy though video could littl clearer . read barbara cartland 's book read one ."
10038,"sorrses got one right . deniro play mysteri taxi driver . know someth bad go happen n't know . great twist end leav scratch head , could stop watch ."
10039,so-so . good background movi come point figur 's happen .
10040,"good movi rememb watch kid , voic dub use dougla quinn 's voic good action adventur movi era ."
10041,good act a-list perform plot quit convolut overli long . unbeliev event implaus fell place mr. ripley .
10042,great move bad case bonu featur . sadden soni releas .
10043,"potenti fall short ! watch mostli see sophi turner could victim show . , see femm fatal role"
10044,"like old john wayn movi , famili plot , moral ok ."
10045,"one jhonni depp beast movi okay kinda sad could n't stop deal drug , famili . well okay film ."
10046,ummmmm fav movi time cours five star . love came anniversari edit !
10047,"love movi newman taylor , reciev wrong dvd play player . compani send new one region ."
10048,"anoth disney movi add grandchildren collect , think best movi made children . granddaught love dress like princess"
10049,"like blue ray combo pack , three version , blue ray , dvd digit download . never use download , disk work great ."
10050,alway love watch john wayn . wish john wayn movi site . thank
10051,one all-tim favorit movi watch least 30-50 time sinc ive
10052,"stori line extrem basic give indiana jone , littl true sens hero . n't wast time watch ."
10053,fun watch old movi ... great fun ... 'd watch friend drink wine talk high school .
10054,"good reintroduct mass murder michael meyer , haddonfield , true halloween franchis . recommend ."
10055,"`` twa night christma , hous , creatur stir , even mous , happi christma , goodnight '' . clement moor ( ) ."
10056,good movi collect limit lack subtitl lenguag
10057,"bore , n't mimic realiti , n't watch whole thing bore ridicul ."
10058,watch lot fluff get anyth content kind show . act good
10059,"ok , gave minut aft read review want believ , bunch crap . enter risk wast chunk life ."
10060,"n't see high review . weird show . love emilio estevez though ,"
10061,"disappoint , say least . unfortun filmmak chosen turn presid ford sort cinemat action hero opportun thorough examin mishandl waterg . shame , shame ..."
10062,alway love movi .. alway favorit mine .. happi
10063,"cute , bogart never look better . major act kudo simpl fun fan mr. bogart ."
10064,foolish annoy film . ridicul inappropri implaus cast . 're suppos believ romant triangl 55-year old man 33-year old man compet share affect teenag girl ?
10065,great old monster movi enjoy kid . like old scifi classic must collect . highli recommend .
10066,great perform diceman wayn newton plot bit weak . year later move still endur bit cult-class .
10067,good movi withstood test time . good movi came .
10068,love robin william ... use love popey ... travesti ! total yuck !
10069,dialogu littl difficult understand plot littl thin .
10070,"bore movi . told bai ling role movi , ? unless lost crowd scene , 's ."
10071,wast time movi . incred bad act script . disappoint waych ( cring ) minut turn . n't wast time .
10072,good first one . still manag ratchet tension movi n't get track . could better make charact littl intellig seriou ...
10073,"second rate movi expect walter star someth better , noti worth watch . love see walter movi sea ( star laugh )"
10074,"tri watch year first came . love , pretti melodramat . music 's still wonder , 'll listen pandora ."
10075,bought year old watch . watch coupl time would call success . person find entertain .
10076,favorit basebal movi . great stori like baseball/lov stori . find kevin costner believ basebal player .
10077,british version . like well newer u.s. version .
10078,movi classic .. sort movi age still remain interest well worth watch ..
10079,famili watch sever time sinc receiv week ago . funni movi would recommend other .
10080,"everyon christma collect , must . everyon love 's . may also like marlo thoma remak call happen one christma . great remak twist ."
10081,"time thought great dvd . howev , 'subtittl ' . otherwis , definit worth '007 ' fan . thank ."
10082,"took lot liberti life stori . look factual account , find good documentari ."
10083,"bootleg , buyer bewar . great movi look offici widescreen version - , waist money ."
10084,"strang movi . 's violent , outrag sexist , dialogu eye roll . like bad guy get taken . ca n't beat ' polar bear fell ' ."
10085,like combin live action anim . great famili movi !
10086,martin scorses classic gorgeou 1080p hi-def . must film buff . deniro brilliant . five star .
10087,"even though plot imposs silli , will suspend disbelief 's camp . entertain show human motiv ."
10088,"'s fun see movi popular year ago ! entertain , funni , nostalg ... fun teen movi john hugh could !"
10089,"like movi creat thrill atmospher humbl cinema facil time . `` lusti '' professor ad nice mood movi . lover old movi , would worth watch ."
10090,"movi came tour-de-forc , n't age well 's intermin long . could n't wait end ."
10091,"say , movi ? 's classic ! bought . know watch day refresh memori ."
10092,1st show o.k . 2nd plan stupid . 3rd almost bad 2nd . redund predict .
10093,predict limit set act . still cheesi corn watch young kid movi .
10094,"movi stupid , sicken , worth time money . act stink ."
10095,great movi . compil ghost spooki stori . surpris receiv item turn dvd-r . n't expect . otherwis great buy . recommend .
10096,n't think version interest dramat hous card netflix . realli n't like rat infus show .
10097,bob 's voic suck alway . think music good . favorit bob dylan album .
10098,golden oldi famili alway heard describ movi said nut ! proof movi poetic justic scare minut movi .
10099,delight watch ... far reach moral implic ! topic highli contest one moment ... '' grant civil right a.i. ?
10100,"pictur look inferior today 's hd technolog , sound good . plot lame ."
10101,love darbi mani year ago children watch enjoy watch grandchildren . probabl best eight year older children . daughter like watch teen .
10102,love 's kind riski . especi came . 's great stori . love actor & sceneri . fun show .
10103,"love film . robert downey , jr. portray chaplin perfectli . highli recommend film . chaplin geniu ; difficult geniu ."
10104,get jessica world `` men n't imagin n't use simul vibrat use pleasur ''
10105,"kind spooki episod , get littl dull everyon brought board enterpris ."
10106,"n't know like movi , . mildli amus like put tv housework ."
10107,got movi think jodi foster cool movi earli year . movi teenag girl lost world make bad choic life .
10108,also anoth one add holiday collect dvd instead vh . thank prompt servic could given holiday .
10109,"get whole movi . comedi date , drawn , like see ann sheridan ."
10110,"blah old movi . 've seen chucky/child 's play , 's hard watch someth older , lol ."
10111,niec love movi . sing thumbelina time . movi treasur . wish special featur worthi movi .
10112,great movi watch holiday christma eve . good famili movi good messag love life appreci . inspir . cri everi time .
10113,"'s oldi goodi . leo mckern rumpol bailey . buy complet seri enjoy . tremend look back london legal court system . entertain instruct , ."
10114,rough start seri 'm told arguabl best . hope get better .
10115,"good film , time kind gone past one , 's still great sci fi buff ."
10116,second half way better first . would give paid . watch prime video .
10117,transfer shoddi best toward end garbag . voic sync lip movement . keep money .
10118,better qualiti product - sure fail entertain ...
10119,"enjoy special effect concept go moon earli 's . simplic movi interest , also !"
10120,cant pass movi two ladi . great emot . worth watch .
10121,bought husband birthday realli love like watch movi .
10122,"good movi ! good old fashion ( 's style ) movi . special effect high tech . like crime cop , watch !"
10123,"movi good , saw , movi keep load ..... never complet movi ."
10124,act superb . film prove patrick swayz fantast actor . three togeth magic .
10125,movi suck . thought go compel n't . quit dull unwatch . turn five minut flim
10126,rememb . molli guy great . bring back mani memori . recommend .
10127,enjoy watch year later . extra made even interest . hear creator talk select site actor interest .
10128,"seen year ago want see , along remak , see like better . 's case viewer choic ."
10129,anoth christma stori watch life . n't make movi kind teach impact anymor n't know . america world might littl bit better .
10130,"cute movi . meryl streep ador . ( duh ) . lightheart , funny- omg rip torn hilari . n't forget stop past life pavilion ! ; )"
10131,"rather disappoint movi found irrit , ridicul lack substanc moment promis never fulfil . would recommend purchas"
10132,"watch lot teenag , 'm sure . definit younger crowd"
10133,replac video version . alway thought muppet follow origin stori well better movi .
10134,classic movi share student read book . student enjoy compar two media .
10135,"full movi , total cut scene show mari , murder ."
10136,"n't fool previou review tell great movi . bad act , horror , bad effect . play dvd friend wo n't talk . stay away ..."
10137,paul master fast guitar lick . mean wow ! ! teach valuabl techniqu help improv speed . 've got dvd bought kid ! thank paul ! ! ! tommi g
10138,receiv advanc copi set 's spectacular reason . tell gotten see episod seri total show entertain .
10139,movi one favorit movi . also got fast . 've seen mani time want add collect .
10140,"watch long ago tv , happi find dvd , great stori , perform ... also inspir visit main ... one state n't visit yet ... ca n't wait ."
10141,"hope get origin movi . one ad sever scene song think add movi , still beauti , romant film ."
10142,"patrick keep move pictur , 'll anyth famili anyth protect . keep truck road ."
10143,"sever version least like . whether 's peopl act direct , could never get movi ."
10144,great classic movi rent classit 's great see lot young actor begin career make movi last forev .
10145,"well , must admit dvd good condit , extra featur aileen quinn great . wish movi better ( fault carol burnett 's ) ."
10146,"michael mann horror movi , strang movi , michael mann must see ."
10147,"person thought rip armageddon , though famili friendli robert duval instead bruce willi , act much better ..."
10148,blu ray version stun worth watch . make watch thing home high def great enjoy .
10149,"audio poor quit altogeth half way movi , guess use copi . even worth postag send back ."
10150,"interest . 've heard lot subject , movi clarifi lot ."
10151,never seen realli impress stori attent detail .
10152,"like expect ! ! , though could find clear ocean high definit everywher wrong ."
10153,use love movi kid found dvd excit ! ! love movi ! ! spice girl 'viva forev ' ! : )
10154,absenc mask killer meyer back niec . doctor . good movi .
10155,"perfect raini day movi . quiet , pretti notabl tragic . film score beauti . alway good see paul newman ."
10156,review movi dvd .. work . return .
10157,treasur movi unforgett perform gregori peck . lot bonu featur .
10158,anoth clint eastwood uber-realist western drama . great star decent storylin make good movi .
10159,say bought fiddler roof ? n't rememb receiv . fiddler master piec !
10160,good movi love ballet . someth end . watch see . enjoy !
10161,"love straigh men , embrac drag world made fun time respect .. one best movi patrick ... miss act ..."
10162,love movi good account go preced civil war
10163,"arthur great younger , 's good . 's wonder show great messag ."
10164,"walter hill 's best movi . brilliant cast , perfect pace , south louisiana new orlean sceneri ... wo n't smarter better inform watch , well entertain ."
10165,wonder actor act . 's person thing ... stand vega . even movi .
10166,"despit limp plot bland villain , satir big-tim colleg footbal offer plenti gag keep viewer laugh . marx brother fan sure like ."
10167,start watch godzilla realiz hoki turn realli like godzilla dud .
10168,"like better first time around . time .. well ... stori good , sarah 's act stink"
10169,band brother 's . singl battl end war ... interest good great .
10170,"bought movi parent took drive theater 's movi featur . rememb littl movi , enjoy see barbara scheme best ."
10171,"good stori , much vulgar languag famili film . mayb 'm get old , would seem word much ."
10172,"like movi . stuff blow , peopl fight , stori stay interest . n't like key player stori replac . ca n't realli anyth hollywood 's inabl see ahead"
10173,"nameless , faceless killer stalk slash way colleg sexi co-e dumb teacher . movi noth set apart great slasher genr . n't wast time ."
10174,"good movi dvd transfer good . noth great . nowher leagu `` reservoir dog '' even `` pulp fiction '' ( slightli differ genr ) , term stori , soundtrack transfer ."
10175,"sweet movi watch winter even , even though direct toward children enjoy imageri stori ."
10176,restor one lost . 's favorit mine year ago .
10177,alway like john cusack movi funni grew around star movi buz .
10178,'s ok movi entertain watch . one carpent best . realli like carpent style direct special effect time nice .
10179,akin shawshank redempt quit good . guess happen escape end .
10180,"alway like movi , nice see collect ."
10181,"n't reliev yet . 's holdup ? item , receiv , look like might enjoy wonder troubl get item worth .."
10182,"nope like like , horribl quit cheezi , done ."
10183,"thought entertain movi . elvi vey good . prefer blue hawaii storylin better . , perhap ann margaret could modestli dress ! overal , though , one elvi 's best ."
10184,"hello , movi lot action . enjoy watch jason scott lee portray bruce lee . wonder job ."
10185,script horribl ; corni & lofti lovelin sound read . surpris bad movi read posit review
10186,absolut love movi happi dvd ! sound great make christma classic much better watch .
10187,fun well play comedi ! bit light uplift ! great distribut !
10188,"watch , better kid ."
10189,decent remak . origin still rock better though . definit check origin
10190,uncl sam wast time unless 're low grade b-movi horror schlock . reason gave star kill scene .
10191,"usual like chevi chase - time . poorli script sight gag , plot take long get start ."
10192,"movi okay , get funni twoard end movi , good actor ."
10193,"mine came defect return , could see bad , real bad . hard believ mani oscar , consid african queen - far better movi ."
10194,"without jeff daniel ( act two differ ident charact ) , would given star ."
10195,"first saw movi mani year ago guess youth , impress stori line . howev , today 's movi make technolog , sort remind earli episod `` lost space '' ."
10196,"mani good actor portray classic charact time , gener style south . keep hanki nearbi even 've seen sever time !"
10197,good n't like read . dvd tell stori harbing reveal text . everyon need consid reveal .
10198,"rambo movi good , sylvest play part realli well lot action ."
10199,"good movi denzel expect , great role . like thriller , sci-fi mysteri type movi ."
10200,outstand ! costner shoulda definit got oscar . guess hollywood still ca n't forgiv fer waterworld . costner basher : clear mechan .
10201,robert redford jane fonda- newli wed coupl live practic closet manhattan tri make thing work .
10202,"bought gift husband . great film fun watch , especi beatl fan ."
10203,"ca n't get much better star heartfelt , move time funni movi friendship famili love ."
10204,"basic histori , biographi billi graham . 's good , show lot preach video"
10205,"favorit robin william film ..... great stori star cast ..... first film , one best ."
10206,"best movi ! fun watch , follow love actual , time watch expert filmmak evolv explor love ."
10207,great movi . realli enjoy . humor part . think movi everyon could enjoy .
10208,great movi ! poignant ! `` human condit '' realli brought home film . interact charact touch emot . real showcas post world war ii homecom assimil ! must see movi .
10209,probabl best `` old '' star trek film . special effect pretti good consid made earli '80 's . excel act . well written .
10210,"best movi , best photographi , wonder locat , best movi steven spilberg . second half last half hour realli spell bond"
10211,"pretti campi show . super transpar plot , act , everyth . n't wast money like kind stuff crow done recent ."
10212,"movi cult classic sure , cup tea . fortun gift someon els sinc like watch movi lot engag materi dialogu one ."
10213,"sure , natali wood beauti ladi -- ca n't rescu insipid comedi . lot !"
10214,"best act , worth true fan pam ."
10215,"movi put right back mood frist one help get back line dead draco , moiv great everyon ."
10216,standard 's john candi flick . funni uncl buck better harri crumb
10217,excel movi . arriv within time state amazon . enjoy movi due laugh .
10218,love patrick swayz film would known man woman cloth
10219,nanni . altern 60s/70s/80 heavi metal band . redeem featur .
